0.55	0.48	0.46	0.45	0.39	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.55	0.47	0.46	0.45	0.4	0.39	0.39	0.37	0.35	0.34
0.56	0.51	0.46	0.45	0.41	0.4	0.4	0.38	0.39	0.35
0.56	0.51	0.46	0.45	0.41	0.4	0.4	0.38	0.39	0.35
0.56	0.51	0.45	0.45	0.39	0.39	0.38	0.38	0.39	0.35
0.56	0.51	0.45	0.45	0.39	0.39	0.38	0.38	0.39	0.35
0.57	0.51	0.44	0.43	0.39	0.39	0.38	0.38	0.39	0.39
0.57	0.51	0.44	0.43	0.39	0.39	0.38	0.38	0.39	0.39
0.57	0.51	0.44	0.44	0.39	0.39	0.38	0.38	0.37	0.39
0.57	0.51	0.44	0.44	0.39	0.39	0.38	0.38	0.37	0.39
0.56	0.5	0.45	0.44	0.41	0.41	0.4	0.4	0.39	0.39
0.56	0.5	0.45	0.44	0.41	0.41	0.4	0.4	0.39	0.39
0.58	0.47	0.45	0.45	0.41	0.41	0.4	0.4	0.41	0.38
0.58	0.47	0.45	0.45	0.41	0.41	0.4	0.4	0.41	0.38
0.56	0.42	0.44	0.45	0.44	0.43	0.43	0.42	0.46	0.38
0.56	0.42	0.44	0.45	0.44	0.43	0.43	0.42	0.46	0.38
0.54	0.41	0.47	0.47	0.44	0.43	0.43	0.42	0.43	0.36
0.5	0.41	0.46	0.46	0.44	0.44	0.44	0.43	0.43	0.41
0.5	0.41	0.46	0.46	0.44	0.44	0.44	0.43	0.43	0.41
0.53	0.45	0.49	0.47	0.44	0.44	0.44	0.43	0.41	0.4
0.53	0.45	0.49	0.47	0.44	0.44	0.44	0.43	0.41	0.4
0.55	0.46	0.49	0.47	0.43	0.42	0.43	0.43	0.4	0.38
0.55	0.46	0.49	0.47	0.43	0.42	0.43	0.43	0.4	0.38
0.57	0.47	0.49	0.47	0.42	0.42	0.43	0.42	0.4	0.37
0.57	0.47	0.49	0.47	0.42	0.42	0.43	0.42	0.4	0.37
0.55	0.44	0.48	0.47	0.42	0.42	0.42	0.42	0.4	0.37
0.55	0.44	0.48	0.47	0.42	0.42	0.42	0.42	0.4	0.37
0.53	0.46	0.45	0.47	0.4	0.39	0.39	0.41	0.39	0.37
0.53	0.46	0.45	0.47	0.4	0.39	0.39	0.41	0.39	0.37
0.51	0.47	0.42	0.46	0.4	0.39	0.39	0.4	0.42	0.38
0.51	0.47	0.42	0.46	0.4	0.39	0.39	0.4	0.42	0.38
0.5	0.49	0.42	0.44	0.39	0.38	0.38	0.39	0.44	0.36
